id;ad_id;lifecycle_id;metric_name;metric_value;timestamp;window_type;stage;created_at;metadata;window_size;anomalies_detected;seasonality_detected;time_period;timestamps;values;trend_direction
02cfdd27-a576-41f6-be66-187a4f4e0f07;120232965433110160;lifecycle_120232965433110160;spend;0.1500;2025-10-25 15:44:11.965624+00;;validation;2025-10-25 13:44:12.045942+00;"{""clicks"":0,""impressions"":14}";1h;false;false;1d;[];[];stable
02cffffd-60cb-4c0a-a5df-3a84e257be3b;120232965425640160;lifecycle_120232965425640160;cpm;163.4483;2025-10-26 09:42:57.373516+00;;validation;2025-10-26 08:42:57.451796+00;"{""clicks"":2,""impressions"":29}";1h;false;false;1d;[];[];stable
02d7d1ad-7a06-4197-8849-711ddc21a906;120232965437600160;lifecycle_120232965437600160;purchases;0.0000;2025-10-26 22:08:34.227434+00;;validation;2025-10-26 21:08:34.351128+00;"{""clicks"":4,""impressions"":301}";1h;false;false;1d;[];[];stable
02d9b1ff-6713-40e7-aaad-325e57cb8fb6;120233121784780160;lifecycle_120233121784780160;ctr;1.4218;2025-10-28 19:27:35+00;;validation;2025-10-28 18:27:35.24095+00;{};1h;false;false;1d;[];[];stable
02dbf330-1335-4f6e-972c-4e42d45dcc41;120232965435960160;lifecycle_120232965435960160;spend;0.9700;2025-10-28 11:47:11+00;;scaling;2025-10-28 10:47:12.018573+00;{};1h;false;false;1d;[];[];stable
02e7364c-af51-4ec7-9dac-39aca7442952;120232056896520160;lifecycle_120232056896520160;cpm;645.0000;2025-10-27 10:05:43.537981+00;;validation;2025-10-27 09:05:43.617384+00;"{""clicks"":0,""impressions"":2}";1h;false;false;1d;[];[];stable
02e7d7c8-36c0-4f42-bd1a-166d31878119;120232965437600160;lifecycle_120232965437600160;cpc;5.9675;2025-10-26 22:05:02.689196+00;;scaling;2025-10-26 21:05:02.765663+00;"{""clicks"":4,""impressions"":301}";1h;false;false;1d;[];[];stable
02ebf306-1286-4379-a0e4-3a650dc3787b;120232965440920160;lifecycle_120232965440920160;roas;0.0000;2025-10-28 20:06:29+00;;scaling;2025-10-28 19:06:29.754683+00;{};1h;false;false;1d;[];[];stable
02ee3c9e-2bf0-4bee-ac46-293cbec1dcc2;120232965440920160;lifecycle_120232965440920160;purchases;0.0000;2025-10-25 18:07:35.33008+00;;validation;2025-10-25 16:07:35.47686+00;"{""clicks"":0,""impressions"":2}";1h;false;false;1d;[];[];stable
02ee754b-2ffc-4cc3-bfb0-d0e5f9afab70;120232965423280160;lifecycle_120232965423280160;cpc;0.0000;2025-10-25 17:07:16.912266+00;;scaling;2025-10-25 15:07:17.013516+00;"{""clicks"":0,""impressions"":1}";1h;false;false;1d;[];[];stable
02f4806e-057d-4675-9410-ed75cd84a136;120232965440920160;lifecycle_120232965440920160;cpa;0.0000;2025-10-27 10:45:51.081091+00;;scaling;2025-10-27 09:45:51.168153+00;"{""clicks"":0,""impressions"":3}";1h;false;false;1d;[];[];stable
02f8d11a-77c4-48d8-b3a8-1bd88843596b;120232215972100160;lifecycle_120232215972100160;ctr;0.0000;2025-10-26 10:35:12.238487+00;;validation;2025-10-26 09:35:12.309074+00;"{""clicks"":0,""impressions"":47}";1h;false;false;1d;[];[];stable
03014af5-0d34-46ed-bb19-f0f6b17019e6;120232965433110160;lifecycle_120232965433110160;roas;0.0000;2025-10-25 16:45:15.182846+00;;scaling;2025-10-25 14:45:15.2966+00;"{""clicks"":0,""impressions"":14}";1h;false;false;1d;[];[];stable
03028648-f869-4fe8-9507-ce48c9aa4bec;120232056896520160;lifecycle_120232056896520160;ctr;0.0000;2025-10-27 12:21:09+00;;validation;2025-10-27 11:21:10.152461+00;{};1h;false;false;1d;[];[];stable
030429ac-42eb-4844-81bf-b2563ffbab25;120232965437600160;lifecycle_120232965437600160;spend;23.4500;2025-10-26 21:35:37.529646+00;;validation;2025-10-26 20:35:37.643341+00;"{""clicks"":4,""impressions"":296}";1h;false;false;1d;[];[];stable
030b07a1-29f1-420a-99be-df56fc8bff43;120232965437600160;lifecycle_120232965437600160;ctr;1.8018;2025-10-26 05:05:30.56697+00;;scaling;2025-10-26 04:05:30.693915+00;"{""clicks"":4,""impressions"":222}";1h;false;false;1d;[];[];stable
031b80fb-a034-40d2-8f19-363ba245d031;120232215972100160;lifecycle_120232215972100160;cpc;0.0000;2025-10-26 18:05:55.054527+00;;scaling;2025-10-26 17:05:55.152327+00;"{""clicks"":0,""impressions"":58}";1h;false;false;1d;[];[];stable
031f4cc3-e47d-4080-ae93-988f5afd136c;120232965440920160;lifecycle_120232965440920160;purchases;0.0000;2025-10-26 20:09:00.467417+00;;scaling;2025-10-26 19:09:00.577492+00;"{""clicks"":0,""impressions"":37}";1h;false;false;1d;[];[];stable
03267aac-76c3-4177-852a-f265a13334e6;120232965423280160;lifecycle_120232965423280160;spend;0.0000;2025-10-27 12:34:02+00;;validation;2025-10-27 11:34:02.466102+00;{};1h;false;false;1d;[];[];stable
03298474-9957-4ca0-a0cc-1b31680386da;120232056896520160;lifecycle_120232056896520160;cpc;0.0000;2025-10-25 17:41:08.261681+00;;validation;2025-10-25 15:41:08.374506+00;"{""clicks"":0,""impressions"":4}";1h;false;false;1d;[];[];stable
032ea9e3-9d23-458d-b50a-3d8bc965d9e9;120232965437600160;lifecycle_120232965437600160;roas;0.0000;2025-10-27 08:15:02.552019+00;;validation;2025-10-27 07:15:02.628603+00;"{""clicks"":0,""impressions"":25}";1h;false;false;1d;[];[];stable
032fb882-b3a7-42c0-8fa3-0aacca21faef;120232965437600160;lifecycle_120232965437600160;purchases;0.0000;2025-10-27 18:08:32+00;;scaling;2025-10-27 17:08:32.789169+00;{};1h;false;false;1d;[];[];stable
0331bbc0-7397-4831-b249-44dcd1a7c2bc;120232056896520160;lifecycle_120232056896520160;spend;0.0400;2025-10-26 21:40:58.189606+00;;scaling;2025-10-26 20:40:58.276536+00;"{""clicks"":0,""impressions"":1}";1h;false;false;1d;[];[];stable
033325cc-e089-4475-bab5-992b825ed1bf;120233129307020160;lifecycle_120233129307020160;roas;0.0000;2025-10-28 08:07:57+00;;validation;2025-10-28 07:07:57.392368+00;{};1h;false;false;1d;[];[];stable
0336236b-e74a-40eb-8205-51cbc0061d2f;120232215972100160;lifecycle_120232215972100160;cpa;0.0000;2025-10-27 19:51:19+00;;scaling;2025-10-27 18:51:19.791572+00;{};1h;false;false;1d;[];[];stable
0338398e-2940-410d-ad13-a8504a126c31;120232965433110160;lifecycle_120232965433110160;spend;1.4400;2025-10-26 11:41:08.748057+00;;validation;2025-10-26 10:41:08.84081+00;"{""clicks"":0,""impressions"":15}";1h;false;false;1d;[];[];stable
033a210d-5eca-499c-b9cb-832150cbac6a;120232965425640160;lifecycle_120232965425640160;purchases;0.0000;2025-10-27 12:34:53+00;;scaling;2025-10-27 11:34:53.469005+00;{};1h;false;false;1d;[];[];stable
03401de7-4575-43b3-a1a6-cea9f6f8b816;120232215972100160;lifecycle_120232215972100160;purchases;0.0000;2025-10-26 17:05:47.047155+00;;validation;2025-10-26 16:05:47.170107+00;"{""clicks"":0,""impressions"":56}";1h;false;false;1d;[];[];stable
03403c3b-72b1-447d-b80a-5755ece31156;120232965433110160;lifecycle_120232965433110160;cpm;18.7500;2025-10-25 23:07:48.44233+00;;scaling;2025-10-25 21:07:48.529129+00;"{""clicks"":0,""impressions"":16}";1h;false;false;1d;[];[];stable
0347e536-04fe-48b8-8a7c-a7fae9781528;120232965433110160;lifecycle_120232965433110160;ctr;0.0000;2025-10-28 07:06:26+00;;validation;2025-10-28 06:06:26.645393+00;{};1h;false;false;1d;[];[];stable
034f9d28-86e8-4ba6-8eb2-95dd7d1a0d58;120232965440920160;lifecycle_120232965440920160;purchases;0.0000;2025-10-27 20:36:12+00;;validation;2025-10-27 19:36:12.660445+00;{};1h;false;false;1d;[];[];stable
0350b6e4-6c1a-4a96-a331-0b14ca745ff3;120233129307020160;lifecycle_120233129307020160;cpm;31.6993;2025-10-28 19:53:14+00;;validation;2025-10-28 18:53:14.340787+00;{};1h;false;false;1d;[];[];stable
035530f2-8170-432c-997d-e2dbe60636b2;120233121784780160;lifecycle_120233121784780160;cpc;7.6700;2025-10-28 12:05:50+00;;validation;2025-10-28 11:05:50.467673+00;{};1h;false;false;1d;[];[];stable
035ddade-e6e4-4026-9827-c4a213216c78;120232215972100160;lifecycle_120232215972100160;spend;12.9700;2025-10-25 23:07:39.360056+00;;scaling;2025-10-25 21:07:39.438785+00;"{""clicks"":0,""impressions"":126}";1h;false;false;1d;[];[];stable
035f759d-7c12-425a-8636-d8a7d268a44e;120232965429540160;lifecycle_120232965429540160;purchases;0.0000;2025-10-27 10:45:42.170453+00;;scaling;2025-10-27 09:45:42.262939+00;"{""clicks"":0,""impressions"":1}";1h;false;false;1d;[];[];stable
0365859d-1314-4263-85c4-7b56342c242a;120232965437600160;lifecycle_120232965437600160;ctr;1.6949;2025-10-26 00:37:50.176486+00;;validation;2025-10-25 22:37:50.261155+00;"{""clicks"":1,""impressions"":59}";1h;false;false;1d;[];[];stable
03773c2b-5f98-44ff-9bba-1083f5f36c98;120232965440920160;lifecycle_120232965440920160;spend;0.3400;2025-10-27 23:27:28+00;;validation;2025-10-27 22:27:28.37619+00;{};1h;false;false;1d;[];[];stable
03796878-681a-41a7-ba9d-408929d6bb24;120232056896520160;lifecycle_120232056896520160;purchases;0.0000;2025-10-27 12:06:01+00;;scaling;2025-10-27 11:06:01.228326+00;{};1h;false;false;1d;[];[];stable
037e603b-41e5-4f8b-aaae-b14ce5c48822;120232965425640160;lifecycle_120232965425640160;cpa;0.0000;2025-10-27 15:44:39+00;;scaling;2025-10-27 14:44:40.269993+00;{};1h;false;false;1d;[];[];stable
03849a59-923f-49c7-a723-452971039f92;120232965440920160;lifecycle_120232965440920160;purchases;0.0000;2025-10-26 07:48:33.607847+00;;scaling;2025-10-26 06:48:33.693324+00;"{""clicks"":0,""impressions"":30}";1h;false;false;1d;[];[];stable
0386c061-ea4e-45ba-9f66-ff5593d5e4ba;120233121784780160;lifecycle_120233121784780160;cpc;1.5600;2025-10-27 23:28:23+00;;scaling;2025-10-27 22:28:24.159356+00;{};1h;false;false;1d;[];[];stable
03871983-e3e5-48ac-8bfe-49e8a3a1c9f9;120232965437600160;lifecycle_120232965437600160;cpm;134.3860;2025-10-25 15:08:27.284735+00;;scaling;2025-10-25 13:08:27.406673+00;"{""clicks"":2,""impressions"":57}";1h;false;false;1d;[];[];stable
038c0827-6fc6-4d1c-8dfe-c1daf9d2c010;120232215972100160;lifecycle_120232215972100160;cpa;0.0000;2025-10-26 15:38:50.960543+00;;validation;2025-10-26 14:38:51.057131+00;"{""clicks"":0,""impressions"":51}";1h;false;false;1d;[];[];stable
038ee678-ed01-417f-a767-ab5d50075018;120232215972100160;lifecycle_120232215972100160;cpc;3.9400;2025-10-28 19:27:49+00;;scaling;2025-10-28 18:27:49.657139+00;{};1h;false;false;1d;[];[];stable
03957ff8-1ee2-4b68-bb01-6b9b9a433393;120232965433110160;lifecycle_120232965433110160;ctr;0.0000;2025-10-28 19:06:07+00;;validation;2025-10-28 18:06:07.353495+00;{};1h;false;false;1d;[];[];stable
039650d6-2376-4770-bacc-a390933b9295;120232965437600160;lifecycle_120232965437600160;cpm;79.1429;2025-10-27 13:05:12+00;;validation;2025-10-27 12:05:12.198246+00;{};1h;false;false;1d;[];[];stable
03a357ce-fada-4a12-baa2-e6a6192553a6;120232965440920160;lifecycle_120232965440920160;cpm;70.5556;2025-10-26 04:31:17.669963+00;;validation;2025-10-26 03:31:17.778507+00;"{""clicks"":0,""impressions"":18}";1h;false;false;1d;[];[];stable
03a4abbc-b93f-4cd5-8cf9-945c91579149;120232965423280160;lifecycle_120232965423280160;ctr;0.0000;2025-10-27 22:38:32+00;;scaling;2025-10-27 21:38:32.69667+00;{};1h;false;false;1d;[];[];stable
03a54e39-5511-44ab-989d-1d1c6ae8f88e;120233121784780160;lifecycle_120233121784780160;cpm;102.2667;2025-10-28 12:05:50+00;;validation;2025-10-28 11:05:50.727071+00;{};1h;false;false;1d;[];[];stable
03ae21e2-7744-444f-bedc-6f616b903fa5;120232965423280160;lifecycle_120232965423280160;cpm;0.0000;2025-10-25 23:07:42.693685+00;;scaling;2025-10-25 21:07:42.774518+00;"{""clicks"":0,""impressions"":1}";1h;false;false;1d;[];[];stable
03bee43f-c9a1-465d-a87e-9d364468c34b;120232965440920160;lifecycle_120232965440920160;purchases;0.0000;2025-10-26 20:35:07.766904+00;;validation;2025-10-26 19:35:07.861403+00;"{""clicks"":0,""impressions"":37}";1h;false;false;1d;[];[];stable
03c0b357-6012-459d-8bec-c33da2e95fc8;120232965425640160;lifecycle_120232965425640160;purchases;0.0000;2025-10-26 21:40:44.463321+00;;validation;2025-10-26 20:40:44.554186+00;"{""clicks"":4,""impressions"":81}";1h;false;false;1d;[];[];stable
03c4efd2-d836-4c5b-acc0-69bcfa962444;120233121784780160;lifecycle_120233121784780160;cpm;115.9694;2025-10-28 18:44:12+00;;scaling;2025-10-28 17:44:12.634027+00;{};1h;false;false;1d;[];[];stable
03c5944c-bd37-46bc-b527-f2f9badd4449;120232056896520160;lifecycle_120232056896520160;roas;0.0000;2025-10-27 12:48:53+00;;scaling;2025-10-27 11:48:53.923052+00;{};1h;false;false;1d;[];[];stable
03caa75b-c722-4277-83b7-8b299a9f1c18;120232965429540160;lifecycle_120232965429540160;cpc;0.0000;2025-10-27 21:06:42+00;;scaling;2025-10-27 20:06:42.844103+00;{};1h;false;false;1d;[];[];stable
03cc4801-82ee-4697-8ff6-abccaccf05dc;120233121784780160;lifecycle_120233121784780160;roas;0.0000;2025-10-28 04:32:18+00;;scaling;2025-10-28 03:32:18.551956+00;{};1h;false;false;1d;[];[];stable
03d26c3a-e6ef-40b0-99b5-2563ce7ecc8c;120232965435960160;lifecycle_120232965435960160;cpa;0.0000;2025-10-27 18:08:26+00;;scaling;2025-10-27 17:08:26.500256+00;{};1h;false;false;1d;[];[];stable
03d51aa0-a4b7-4836-83bf-328e9011ee6e;120232965437600160;lifecycle_120232965437600160;spend;11.0200;2025-10-25 19:05:13.137721+00;;validation;2025-10-25 17:05:13.220338+00;"{""clicks"":2,""impressions"":93}";1h;false;false;1d;[];[];stable
03e640ba-9bcc-43d0-bb3d-57755136bf85;120232215972100160;lifecycle_120232215972100160;cpa;0.0000;2025-10-26 14:01:15.819647+00;;validation;2025-10-26 13:01:15.942288+00;"{""clicks"":0,""impressions"":48}";1h;false;false;1d;[];[];stable
03eaf58e-05eb-470b-ba01-159128bb84d9;120232965425640160;lifecycle_120232965425640160;cpm;46.8750;2025-10-25 19:24:31.894578+00;;scaling;2025-10-25 17:24:32.005471+00;"{""clicks"":0,""impressions"":16}";1h;false;false;1d;[];[];stable
03ec3f0e-3703-422f-94ac-5417a471d394;120232056896520160;lifecycle_120232056896520160;cpc;0.0000;2025-10-27 07:56:16.020056+00;;scaling;2025-10-27 06:56:16.145487+00;"{""clicks"":0,""impressions"":1}";1h;false;false;1d;[];[];stable
03efbadf-34c8-4d17-990f-a9371de868c7;120233121784780160;lifecycle_120233121784780160;ctr;5.7143;2025-10-27 23:09:02+00;;scaling;2025-10-27 22:09:03.006148+00;{};1h;false;false;1d;[];[];stable
03f5aeee-2e58-475e-ae58-53cb1d19baf8;120232965440920160;lifecycle_120232965440920160;cpa;0.0000;2025-10-26 16:05:29.041748+00;;validation;2025-10-26 15:05:29.151817+00;"{""clicks"":0,""impressions"":32}";1h;false;false;1d;[];[];stable
